"hour_buckets","placement_id","average_median_ppm1","average_median_2_5","average_median_4","average_median_10","average_iaq_score","average_iaq_accuracy","average_temperature","average_humidity","average_baro_pressure","average_eco2","average_bvoce","average_gas","average_noise_level","max_noise_level","average_maximum_noise_level"
"2022-04-27 09:00:00",60,"1.90","3.18","3.20","3.33","136.87","3.00","26.29","13.98","1005.00","1095.98","1.83","814537.62","48.55","105.13","79.06"
"2022-04-27 09:00:00",74,"0.11","1.00","1.00","1.01","30.46","2.50","20.92","19.38","1004.26","536.60","0.58","391202.85","43.70","100.02","78.65"
"2022-04-27 09:00:00",76,"0.09","1.03","1.03","1.03","0.00","1.52","17.45","20.63","1004.27","400.00","0.34","592569.79","42.69","110.67","92.91"
"2022-04-27 10:00:00",58,"0.00","0.58","0.58","0.63","24.62","2.58","27.74","12.84","1004.68","506.03","0.52","555345.78","53.07","106.37","84.04"
"2022-04-27 10:00:00",60,"0.82","1.85","1.87","1.93","97.19","3.00","26.33","14.00","1004.92","775.89","1.11","860514.98","48.07","102.44","80.26"
"2022-04-27 10:00:00",74,"0.13","1.00","1.00","1.00","44.53","3.00","21.07","19.32","1004.29","635.18","0.83","392982.43","46.72","108.10","83.35"
"2022-04-27 10:00:00",76,"0.26","1.18","1.18","1.20","27.01","2.54","17.74","20.23","1004.17","533.69","0.58","620592.39","43.90","110.77","94.02"
"2022-04-27 11:00:00",58,"0.00","0.67","0.69","0.96","13.24","2.09","28.82","12.22","1004.63","456.44","0.43","577568.60","52.87","107.38","83.87"
"2022-04-27 11:00:00",60,"1.00","2.06","2.11","2.57","69.97","3.00","26.21","14.16","1004.77","624.69","0.80","891079.58","47.88","103.80","79.81"
"2022-04-27 11:00:00",76,"0.48","1.41","1.41","1.44","17.47","2.30","17.83","20.03","1004.02","499.82","0.54","627604.32","43.36","110.83","94.09"
"2022-04-27 12:00:00",58,"0.04","1.07","1.27","2.30","48.69","2.87","29.16","11.87","1004.33","863.27","1.31","473231.23","53.06","108.13","84.13"
"2022-04-27 12:00:00",60,"1.31","2.32","2.34","2.48","133.34","3.00","26.21","14.03","1004.46","968.93","1.53","825077.51","47.84","107.89","80.82"
"2022-04-27 12:00:00",76,"0.73","1.69","1.72","1.76","29.46","2.48","17.98","19.72","1003.72","584.36","0.74","542960.02","42.73","110.54","93.17"
"2022-04-27 13:00:00",58,"0.03","0.76","0.76","0.81","35.55","2.34","29.19","11.65","1004.09","786.37","1.18","481240.72","52.81","109.72","83.94"
"2022-04-27 13:00:00",60,"1.10","2.08","2.10","2.26","145.82","3.00","26.27","13.81","1004.20","1022.18","1.66","818376.11","46.98","102.26","78.88"
"2022-04-27 13:00:00",76,"0.87","1.78","1.78","1.78","6.40","1.93","17.71","19.77","1003.51","426.36","0.39","562763.29","43.06","110.83","94.48"
"2022-04-27 14:00:00",58,"0.00","0.65","0.65","0.66","32.95","2.78","29.10","11.64","1003.87","614.50","0.77","540989.35","52.75","108.39","83.85"
"2022-04-27 14:00:00",60,"1.00","2.00","2.02","2.14","93.43","3.00","26.22","13.74","1003.98","687.41","0.95","878855.40","46.86","106.92","78.80"
"2022-04-27 14:00:00",76,"0.87","1.81","1.81","1.83","31.12","2.68","17.87","19.56","1003.29","634.85","0.81","573433.32","41.26","110.62","93.58"
"2022-04-27 15:00:00",58,"0.00","0.50","0.50","0.52","33.51","2.35","29.07","11.64","1003.34","762.83","1.11","476573.80","52.73","106.74","83.88"
"2022-04-27 15:00:00",60,"0.68","1.68","1.72","1.87","137.14","3.00","26.25","13.75","1003.47","907.36","1.35","832786.51","47.62","107.59","79.46"
"2022-04-27 15:00:00",76,"0.51","1.46","1.46","1.49","39.86","2.46","17.70","19.81","1002.70","814.87","1.19","516567.23","42.57","110.77","93.82"
"2022-04-27 16:00:00",58,"0.00","0.62","0.62","0.65","95.40","2.87","29.00","11.71","1002.60","1652.76","6.52","362992.66","53.24","107.18","84.34"
"2022-04-27 16:00:00",60,"0.34","1.21","1.21","1.26","215.57","2.60","26.29","13.70","1002.77","1485.26","3.72","740273.98","46.86","101.03","78.97"
"2022-04-27 16:00:00",76,"0.56","1.54","1.54","1.59","75.35","2.82","18.10","19.41","1002.03","1285.17","2.96","409947.99","42.35","110.70","90.38"
"2022-04-27 17:00:00",58,"0.00","0.10","0.10","0.10","74.23","2.43","29.15","11.62","1002.48","1361.37","4.52","326244.68","52.95","108.16","84.17"
"2022-04-27 17:00:00",60,"0.00","0.31","0.31","0.31","237.99","3.00","26.17","13.71","1002.68","1772.29","5.00","692271.60","45.66","99.77","77.90"
"2022-04-27 17:00:00",76,"0.07","1.02","1.02","1.02","58.64","2.49","18.10","19.45","1001.95","1038.43","1.87","391304.82","41.68","110.08","80.66"
"2022-04-27 18:00:00",58,"0.00","0.08","0.08","0.08","26.14","2.52","29.19","11.68","1002.16","505.41","0.51","337411.95","52.88","102.99","84.19"
"2022-04-27 18:00:00",60,"0.00","0.23","0.23","0.23","228.63","3.00","26.31","13.68","1002.34","1645.34","4.13","698651.87","45.60","95.92","78.26"
"2022-04-27 18:00:00",76,"0.08","1.00","1.00","1.00","18.34","2.17","18.14","19.70","1001.65","474.64","0.46","367880.58","41.96","110.81","83.66"
"2022-04-27 19:00:00",58,"0.00","0.02","0.02","0.02","36.14","2.31","29.17","11.87","1002.00","608.64","0.75","324714.49","52.79","102.95","84.13"
"2022-04-27 19:00:00",60,"0.00","0.03","0.03","0.03","230.72","3.00","26.96","13.42","1002.16","1599.47","3.87","687647.77","48.32","100.79","82.58"
"2022-04-27 19:00:00",76,"0.00","0.92","0.92","0.92","29.63","2.59","29.74","10.93","1001.50","532.25","0.57","446821.86","41.71","104.86","80.38"
"2022-04-27 20:00:00",58,"0.00","0.53","0.53","0.53","26.53","2.48","29.41","11.92","1002.05","508.17","0.52","340835.13","52.82","105.06","84.19"
"2022-04-27 20:00:00",60,"0.02","0.44","0.44","0.44","228.49","3.00","27.18","13.48","1002.20","1531.32","3.48","680839.77","48.73","108.24","83.36"
"2022-04-27 20:00:00",76,"0.03","1.03","1.03","1.03","12.07","2.05","31.23","9.76","1001.53","452.64","0.43","545491.96","41.56","108.43","80.12"
"2022-04-27 21:00:00",58,"0.00","0.76","0.76","0.76","17.43","2.26","29.49","11.95","1001.93","472.70","0.46","364098.51","52.73","109.24","84.12"
"2022-04-27 21:00:00",60,"0.02","0.83","0.83","0.84","209.81","3.00","27.19","13.61","1002.04","1367.21","2.71","691191.70","49.48","101.78","83.09"
"2022-04-27 21:00:00",76,"0.08","1.05","1.05","1.07","40.34","2.93","30.56","10.21","1001.37","681.45","0.89","519088.20","41.80","100.87","80.47"
"2022-04-27 22:00:00",58,"0.02","0.91","0.91","0.91","30.33","2.80","29.90","11.74","1002.29","535.78","0.58","393034.56","52.57","104.42","83.90"
"2022-04-27 22:00:00",60,"0.02","1.00","1.00","1.02","171.10","3.00","27.06","13.75","1002.43","1097.96","1.85","721629.20","51.12","108.68","83.60"
"2022-04-27 22:00:00",76,"0.01","1.00","1.00","1.02","25.29","2.32","30.63","10.22","1001.70","573.89","0.69","455797.00","42.30","103.93","80.31"
"2022-04-27 23:00:00",58,"0.03","0.95","0.95","1.04","24.65","2.42","29.90","11.80","1001.62","519.45","0.57","378480.06","52.80","107.25","84.04"
"2022-04-27 23:00:00",60,"0.08","1.00","1.00","1.12","161.15","3.00","27.21","13.70","1001.71","1005.73","1.57","727587.30","49.24","102.68","83.53"
"2022-04-27 23:00:00",76,"0.01","1.01","1.01","1.03","55.72","3.00","29.50","10.98","1001.03","774.82","1.11","400399.17","42.05","100.32","80.95"
"2022-04-28 00:00:00",58,"0.02","0.82","0.82","0.87","30.09","2.93","30.23","11.71","1001.40","530.64","0.56","368293.94","53.02","107.28","84.28"
"2022-04-28 00:00:00",60,"0.01","1.00","1.00","1.01","158.79","3.00","27.13","13.81","1001.51","962.28","1.47","726970.10","48.88","103.13","83.53"
"2022-04-28 00:00:00",76,"0.00","1.00","1.00","1.00","27.23","2.32","28.58","11.64","1000.84","575.51","0.68","386979.18","42.12","107.46","82.44"
"2022-04-28 01:00:00",58,"0.00","0.87","0.87","0.87","18.29","2.24","30.28","11.77","1001.06","477.64","0.47","372762.23","52.77","106.55","84.21"
"2022-04-28 01:00:00",60,"0.07","1.00","1.00","1.00","146.53","3.00","27.08","13.96","1001.17","871.61","1.28","732309.89","48.66","100.30","83.58"
"2022-04-28 01:00:00",76,"0.01","1.00","1.00","1.02","22.26","2.43","28.17","12.00","1000.49","495.03","0.50","397400.42","42.63","109.25","83.73"
"2022-04-28 02:00:00",58,"0.01","0.86","0.86","0.86","30.35","2.73","30.02","12.03","1000.81","534.58","0.57","369445.07","52.77","105.14","84.15"
"2022-04-28 02:00:00",60,"0.02","0.92","0.92","0.93","139.93","3.00","27.16","14.01","1000.93","813.57","1.17","732382.44","48.92","109.70","83.98"
"2022-04-28 02:00:00",76,"0.06","1.00","1.00","1.00","25.94","2.78","28.27","12.04","1000.20","513.41","0.53","395400.85","43.02","99.72","84.73"
"2022-04-28 03:00:00",58,"0.00","0.92","0.92","0.92","21.73","2.47","29.97","12.16","1000.71","496.82","0.51","364451.94","52.78","108.72","84.17"
"2022-04-28 03:00:00",60,"0.10","0.97","0.97","1.00","138.96","1.00","27.07","14.21","1000.84","787.25","1.13","728064.33","49.25","108.24","84.37"
"2022-04-28 03:00:00",76,"0.00","1.00","1.00","1.02","25.64","2.57","28.28","12.14","1000.11","513.53","0.54","391730.74","42.97","99.75","84.98"
"2022-04-28 04:00:00",58,"0.03","0.95","0.95","0.96","31.29","2.90","29.69","12.44","1000.51","538.32","0.58","352646.78","52.73","106.86","84.09"
"2022-04-28 04:00:00",60,"0.01","1.00","1.00","1.02","147.71","1.00","27.02","14.37","1000.65","805.85","1.16","717673.72","48.94","103.55","84.02"
"2022-04-28 04:00:00",76,"0.02","1.02","1.02","1.03","27.03","2.77","29.17","11.69","999.88","520.04","0.55","374451.78","41.87","98.97","83.15"
"2022-04-28 05:00:00",58,"0.07","0.97","0.97","0.97","27.45","2.47","29.57","12.61","1000.24","526.98","0.58","337153.35","52.66","104.74","84.08"
"2022-04-28 05:00:00",60,"0.03","1.00","1.00","1.02","163.54","1.00","26.99","14.51","1000.40","856.31","1.25","703479.92","48.42","100.36","83.15"
"2022-04-28 05:00:00",76,"0.13","1.08","1.08","1.09","24.15","2.45","29.35","11.68","999.61","508.20","0.54","359332.42","42.53","102.75","82.12"
"2022-04-28 06:00:00",58,"0.00","0.80","0.80","0.80","26.30","2.35","29.06","13.55","1000.60","507.84","0.52","345438.34","52.58","98.95","83.96"
"2022-04-28 06:00:00",60,"0.02","0.83","0.83","0.87","125.23","1.00","26.19","15.83","1000.72","722.42","1.00","705498.44","45.71","98.23","78.44"
"2022-04-28 06:00:00",76,"0.77","1.77","1.77","1.80","27.87","2.77","20.29","20.79","999.93","521.42","0.55","390963.91","41.31","109.93","80.66"
"2022-04-28 07:00:00",58,"0.00","0.15","0.15","0.15","23.12","2.47","28.97","14.20","1001.14","506.25","0.53","351917.78","52.70","108.24","83.96"
"2022-04-28 07:00:00",60,"0.00","0.33","0.33","0.33","94.90","1.00","26.14","16.58","1001.32","622.03","0.79","699778.82","45.66","105.93","77.98"
"2022-04-28 07:00:00",76,"0.41","1.35","1.35","1.37","24.81","2.36","18.53","23.41","1000.55","523.31","0.59","363869.12","41.97","110.83","81.41"
"2022-04-28 08:00:00",58,"0.00","0.61","0.61","0.63","23.59","2.61","29.18","14.33","1001.30","497.21","0.50","359566.54","52.73","105.63","83.98"
"2022-04-28 08:00:00",60,"0.38","1.25","1.25","1.32","70.68","1.00","26.10","17.00","1001.47","579.73","0.68","702449.13","49.24","96.59","77.99"
"2022-04-28 08:00:00",76,"0.83","1.77","1.77","1.78","30.31","2.90","18.40","23.99","1000.72","532.60","0.57","355604.44","41.91","109.55","81.36"
"2022-04-28 09:00:00",58,"0.07","0.95","0.95","0.97","20.43","2.50","29.35","14.03","1000.98","488.74","0.49","361117.89","52.98","103.25","84.18"
"2022-04-28 09:00:00",60,"1.10","2.14","2.14","2.25","74.17","1.00","26.20","16.76","1001.13","585.86","0.69","704350.37","46.60","101.50","78.02"
"2022-04-28 09:00:00",76,"1.02","2.02","2.02","2.10","28.06","2.42","18.26","23.86","1000.39","535.15","0.61","343914.33","42.23","110.83","81.45"
"2022-04-28 10:00:00",58,"0.00","0.95","0.95","0.99","23.69","2.58","29.20","14.06","1000.55","499.94","0.51","366290.46","53.06","110.79","83.89"
"2022-04-28 10:00:00",60,"0.98","2.01","2.03","2.19","78.06","1.00","26.17","16.72","1000.69","592.50","0.71","704572.66","48.51","106.59","81.11"
"2022-04-28 10:00:00",76,"1.03","2.03","2.03","2.05","39.21","2.88","18.45","23.52","999.93","580.16","0.69","328828.48","45.34","110.83","84.59"
"2022-04-28 11:00:00",58,"0.05","0.93","0.93","0.97","18.86","2.03","29.06","14.11","1000.57","476.76","0.46","401440.96","52.93","110.67","83.91"
"2022-04-28 11:00:00",60,"1.46","2.59","2.68","2.92","48.40","1.00","26.17","16.69","1000.71","540.77","0.59","724555.12","48.00","107.89","81.50"
"2022-04-28 11:00:00",76,"1.00","2.00","2.00","2.02","19.23","2.20","18.57","23.24","999.96","484.17","0.49","363246.09","43.81","110.17","83.76"
"2022-04-28 12:00:00",58,"0.01","0.97","0.97","1.02","22.12","2.52","28.94","14.29","1000.14","500.49","0.52","421390.17","52.56","104.70","83.73"
"2022-04-28 12:00:00",60,"1.06","2.08","2.12","2.15","31.83","1.00","25.98","16.91","1000.31","512.64","0.52","747503.49","46.79","105.03","78.41"
"2022-04-28 12:00:00",76,"1.02","2.03","2.03","2.03","43.21","2.67","18.56","23.41","999.56","708.99","1.05","372929.57","42.56","110.80","83.22"
"2022-04-28 13:00:00",58,"0.02","1.00","1.00","1.00","19.72","2.20","28.93","14.38","1000.01","483.42","0.48","456785.52","52.63","106.67","83.91"
"2022-04-28 13:00:00",60,"1.23","2.23","2.25","2.37","29.24","1.00","26.01","17.03","1000.18","509.08","0.52","774446.17","46.82","98.09","78.39"
"2022-04-28 13:00:00",76,"1.11","2.11","2.11","2.13","33.25","2.43","18.62","23.50","999.46","616.29","0.80","370356.08","41.80","110.17","81.61"
"2022-04-28 14:00:00",58,"0.03","1.03","1.04","1.44","19.88","2.58","31.96","12.71","999.73","488.61","0.49","431435.17","52.74","109.38","83.80"
"2022-04-28 14:00:00",60,"1.20","2.17","2.24","2.41","34.06","1.00","26.04","17.24","999.91","519.58","0.54","771049.20","48.20","101.33","80.55"
"2022-04-28 14:00:00",76,"1.04","2.04","2.04","2.04","25.96","2.43","18.59","23.87","999.20","506.80","0.51","374636.69","42.63","110.81","90.64"
"2022-04-28 15:00:00",58,"0.19","1.17","1.19","1.30","39.36","2.57","34.10","11.47","998.77","772.16","1.23","372631.80","52.87","105.62","83.97"
"2022-04-28 15:00:00",60,"3.95","6.10","6.58","7.39","89.12","1.00","26.46","17.24","999.00","693.88","0.92","720877.74","50.73","108.45","86.17"
"2022-04-28 15:00:00",76,"1.04","2.02","2.02","2.12","38.06","2.48","24.60","18.21","998.31","697.68","1.00","333275.10","44.39","110.83","83.14"
"2022-04-28 16:00:00",58,"0.81","1.91","1.92","2.07","26.98","2.58","33.91","11.88","997.98","515.81","0.54","303605.17","53.21","106.91","84.20"
"2022-04-28 16:00:00",60,"6.49","9.78","10.91","12.09","192.71","1.00","26.90","17.55","998.20","1103.55","1.82","625176.08","51.36","108.30","85.98"
"2022-04-28 16:00:00",76,"2.23","3.32","3.33","3.56","43.01","2.78","29.24","14.24","997.47","612.93","0.75","288278.23","43.54","102.44","76.27"
"2022-04-28 17:00:00",58,"1.04","2.19","2.21","2.42","36.98","2.57","33.80","12.24","997.62","579.52","0.72","287865.54","53.06","104.34","83.96"
"2022-04-28 17:00:00",60,"7.36","11.31","12.46","14.83","227.85","1.22","26.86","18.53","997.85","1318.47","2.64","573182.56","53.79","109.88","90.35"
"2022-04-28 17:00:00",76,"3.05","4.49","4.59","4.94","37.84","2.51","29.40","14.24","997.12","602.11","0.74","287030.87","44.95","101.60","75.94"
"2022-04-28 18:00:00",58,"13.59","19.64","21.70","23.32","46.71","2.90","33.89","12.67","997.68","602.98","0.76","244355.04","53.23","102.66","84.04"
"2022-04-28 18:00:00",60,"43.47","57.20","62.73","66.94","246.21","2.58","26.78","18.81","997.92","1931.22","6.41","496580.21","51.76","108.92","88.12"
"2022-04-28 18:00:00",76,"9.90","13.40","14.35","15.27","50.58","2.97","28.86","15.37","997.17","626.15","0.81","259296.38","46.04","109.25","80.38"
"2022-04-28 19:00:00",58,"20.00","27.40","29.93","31.22","35.34","2.57","33.79","12.97","997.63","550.34","0.64","240469.70","53.26","105.69","83.89"
"2022-04-28 19:00:00",60,"78.77","99.68","108.51","112.94","246.31","2.48","26.90","19.16","997.87","2411.48","15.49","438747.16","54.06","108.92","92.90"
"2022-04-28 19:00:00",76,"25.33","32.65","35.33","36.95","38.53","2.55","28.45","15.95","997.13","568.99","0.68","252600.76","48.40","110.71","85.04"
"2022-04-28 20:00:00",58,"26.08","35.20","38.11","39.68","29.52","2.73","33.81","13.02","997.70","519.32","0.54","236442.18","53.19","103.99","83.98"
"2022-04-28 20:00:00",60,"87.06","109.86","119.02","125.07","231.14","3.00","26.92","19.50","997.95","2739.40","22.02","395187.19","55.00","108.98","90.05"
"2022-04-28 20:00:00",76,"42.66","54.23","58.40","60.85","59.08","2.97","26.33","17.91","997.18","645.40","0.84","228100.02","48.72","109.29","81.58"
"2022-04-28 21:00:00",58,"6.81","9.68","10.19","10.73","21.12","1.88","33.88","12.82","997.69","485.03","0.48","272493.38","53.18","109.44","84.11"
"2022-04-28 21:00:00",60,"12.56","16.57","17.61","18.94","167.74","3.00","26.88","18.96","997.92","1906.19","6.57","469457.09","53.65","109.13","90.94"
"2022-04-28 21:00:00",76,"16.75","21.56","22.63","23.56","25.73","2.17","27.49","16.70","997.18","501.66","0.52","262268.53","46.58","109.54","80.47"
"2022-04-28 22:00:00",58,"0.98","2.03","2.03","2.07","21.51","2.43","33.85","12.33","997.47","491.58","0.49","326422.54","53.03","109.44","84.45"
"2022-04-28 22:00:00",60,"2.07","3.18","3.27","3.53","115.20","3.00","26.74","18.27","997.73","1252.89","2.33","546166.57","48.44","108.17","84.19"
"2022-04-28 22:00:00",76,"3.20","4.53","4.60","4.81","23.14","2.47","26.85","16.33","996.96","494.64","0.50","320123.64","41.63","105.94","79.51"
"2022-04-28 23:00:00",58,"0.00","0.97","0.97","1.00","23.54","2.36","33.78","12.12","997.03","502.07","0.51","366726.80","52.86","109.14","84.10"
"2022-04-28 23:00:00",60,"0.19","1.18","1.20","1.53","74.67","3.00","26.76","17.91","997.27","782.10","1.12","605194.61","48.32","109.13","82.08"
"2022-04-28 23:00:00",76,"0.72","1.74","1.74","1.74","23.59","2.36","25.22","17.31","996.58","500.65","0.51","359509.28","43.28","110.17","81.57"
"2022-04-29 00:00:00",58,"0.00","0.83","0.83","0.83","29.00","2.59","33.78","12.01","996.81","590.01","0.73","377510.46","52.50","109.24","84.01"
"2022-04-29 00:00:00",60,"0.04","0.97","0.97","1.06","63.39","3.00","26.63","18.10","997.06","657.08","0.91","616835.09","46.72","99.05","80.29"
"2022-04-29 00:00:00",76,"0.03","1.03","1.03","1.03","28.22","2.68","24.67","17.76","996.36","541.44","0.62","365830.01","41.63","109.37","81.65"
"2022-04-29 01:00:00",58,"0.00","0.66","0.66","0.67","30.30","2.55","33.76","11.86","996.31","564.50","0.66","388229.27","52.57","105.58","84.04"
"2022-04-29 01:00:00",60,"0.07","0.87","0.87","0.88","46.44","3.00","26.49","17.48","996.57","584.24","0.69","659019.20","46.73","100.77","80.45"
"2022-04-29 01:00:00",76,"0.03","1.03","1.03","1.03","23.36","2.32","24.39","17.74","995.86","498.70","0.50","395027.13","41.48","109.25","82.23"
"2022-04-29 02:00:00",58,"0.02","0.72","0.72","0.72","16.92","2.40","33.73","11.76","996.08","471.18","0.46","410032.01","52.62","104.33","84.13"
"2022-04-29 02:00:00",60,"0.03","0.83","0.83","0.83","29.00","2.84","26.52","17.21","996.35","514.76","0.53","689253.48","46.87","99.06","80.66"
"2022-04-29 02:00:00",76,"0.02","1.00","1.00","1.00","17.71","2.35","24.33","17.61","995.63","472.39","0.46","405030.61","41.10","110.43","82.43"
"2022-04-29 03:00:00",58,"0.02","0.68","0.68","0.68","23.19","2.47","33.70","11.64","996.18","499.52","0.50","429855.35","52.59","106.62","84.06"
"2022-04-29 03:00:00",60,"0.02","0.77","0.77","0.79","26.97","2.63","26.42","17.09","996.45","507.36","0.51","714695.50","47.23","99.06","81.12"
"2022-04-29 03:00:00",76,"0.00","1.00","1.00","1.00","25.46","2.58","23.95","17.73","995.73","510.80","0.53","423792.55","41.45","110.19","83.17"
"2022-04-29 04:00:00",58,"0.00","0.74","0.74","0.74","16.63","2.50","33.61","11.61","996.13","476.72","0.47","446028.23","52.64","107.58","84.17"
"2022-04-29 04:00:00",60,"0.03","0.78","0.78","0.78","28.10","2.83","26.42","16.94","996.40","511.64","0.52","733881.58","47.10","107.63","80.98"
"2022-04-29 04:00:00",76,"0.01","1.00","1.00","1.00","17.57","2.44","23.83","17.75","995.68","479.82","0.48","428922.65","41.42","110.44","82.29"
"2022-04-29 05:00:00",58,"0.02","0.66","0.66","0.72","31.86","2.68","33.53","11.61","996.21","572.63","0.68","430354.22","52.50","102.94","84.16"
"2022-04-29 05:00:00",60,"0.02","0.71","0.71","0.74","32.72","3.00","26.35","16.96","996.50","528.67","0.56","730111.11","46.93","101.81","80.59"
"2022-04-29 05:00:00",76,"0.00","1.00","1.00","1.00","36.98","2.85","23.92","17.62","995.79","594.98","0.73","412230.67","41.40","110.83","82.19"
"2022-04-29 06:00:00",58,"0.02","0.32","0.32","0.32","20.53","2.54","33.60","11.53","996.54","504.17","0.54","407833.29","52.92","107.32","84.38"
"2022-04-29 06:00:00",60,"0.03","0.65","0.67","0.71","40.82","3.00","26.42","16.84","996.80","556.08","0.62","721595.28","45.99","99.52","78.85"
"2022-04-29 06:00:00",76,"0.02","1.00","1.00","1.00","20.74","2.47","24.22","17.28","996.10","499.64","0.53","391183.79","40.91","110.08","80.10"
"2022-04-29 07:00:00",58,"0.00","0.74","0.74","0.74","47.00","2.68","33.57","11.46","996.72","757.84","1.07","372137.79","52.70","107.28","84.25"
"2022-04-29 07:00:00",60,"0.00","0.97","0.98","1.08","66.87","3.00","26.41","16.76","996.95","650.09","0.86","692467.47","45.41","98.89","77.84"
"2022-04-29 07:00:00",76,"0.03","1.00","1.00","1.02","50.65","3.00","23.64","17.70","996.23","732.46","1.00","366324.95","40.50","109.70","79.10"
"2022-04-29 08:00:00",58,"0.02","0.96","0.98","1.06","19.37","2.52","33.63","11.28","996.55","481.78","0.48","361954.63","52.86","108.49","84.32"
"2022-04-29 08:00:00",60,"2.83","4.58","4.79","5.54","88.30","3.00","26.55","16.52","996.82","768.74","1.10","670965.12","46.19","101.21","78.24"
"2022-04-29 08:00:00",76,"0.70","1.70","1.72","1.75","19.72","2.20","24.86","16.43","996.12","494.49","0.51","360869.47","40.70","109.25","77.41"
"2022-04-29 09:00:00",58,"0.16","1.16","1.18","1.37","31.45","2.70","33.63","11.22","996.30","550.54","0.63","360097.57","52.92","105.62","84.32"
"2022-04-29 09:00:00",60,"3.74","5.93","6.35","7.25","94.48","3.00","26.36","16.67","996.58","796.68","1.14","665624.16","48.72","109.82","80.18"
"2022-04-29 09:00:00",76,"1.50","2.55","2.55","2.77","66.18","3.00","27.13","14.95","995.90","920.87","1.39","329573.92","45.34","110.81","83.09"
"2022-04-29 10:00:00",58,"0.39","1.42","1.42","1.46","17.19","2.25","33.66","11.18","996.20","470.58","0.46","391506.33","52.95","104.49","84.41"
"2022-04-29 10:00:00",60,"4.90","7.40","7.80","8.72","76.95","3.00","26.53","16.42","996.47","670.33","0.91","686240.95","46.16","104.35","77.96"
"2022-04-29 10:00:00",76,"1.64","2.75","2.77","3.00","17.30","2.15","23.99","17.62","995.75","474.66","0.47","362070.73","47.58","109.49","87.26"
"2022-04-29 11:00:00",58,"0.46","1.48","1.51","1.59","27.20","2.37","33.67","11.14","995.85","526.98","0.56","474870.93","53.00","106.54","84.42"
"2022-04-29 11:00:00",60,"5.22","7.87","8.37","9.37","40.05","2.87","26.39","16.60","996.12","543.57","0.59","725919.03","47.20","104.71","79.89"
"2022-04-29 11:00:00",76,"1.97","2.97","2.97","3.21","27.72","2.50","27.11","14.71","995.41","519.31","0.54","423871.18","41.52","110.53","79.86"
"2022-04-29 12:00:00",58,"0.65","1.63","1.63","1.72","10.28","2.12","33.65","11.16","994.96","442.43","0.41","557445.58","52.85","107.44","84.32"
"2022-04-29 12:00:00",60,"5.20","7.85","8.43","9.82","28.72","2.63","26.50","16.53","995.27","511.77","0.52","768000.63","46.79","108.43","80.05"
"2022-04-29 12:00:00",76,"1.93","2.95","2.95","3.12","12.17","2.10","27.54","14.65","994.49","459.35","0.45","484348.01","41.07","108.74","77.90"
"2022-04-29 13:00:00",58,"0.88","1.88","1.90","1.96","26.53","2.32","33.64","11.44","994.14","548.29","0.61","655140.12","52.71","109.79","84.12"
"2022-04-29 13:00:00",60,"5.13","7.57","8.21","9.57","34.56","2.57","26.53","16.83","994.41","535.70","0.58","800945.96","46.14","104.48","78.57"
"2022-04-29 13:00:00",76,"2.22","3.28","3.29","3.46","36.06","2.62","27.73","14.92","993.70","695.19","0.96","543219.20","40.92","107.17","77.66"
"2022-04-29 14:00:00",58,"1.15","2.23","2.23","2.37","11.62","2.15","33.71","12.22","993.48","485.93","0.51","575115.48","52.72","108.43","84.10"
"2022-04-29 14:00:00",60,"6.09","9.04","9.93","11.73","103.20","3.00","26.55","17.90","993.73","995.71","1.59","694143.67","47.77","107.14","82.38"
"2022-04-29 14:00:00",76,"2.66","3.78","3.82","3.93","12.99","2.02","27.39","16.13","993.03","502.77","0.54","524046.38","41.52","108.95","78.08"
"2022-04-29 15:00:00",58,"1.35","2.47","2.53","2.78","29.96","2.58","33.90","12.41","992.98","596.59","0.72","660986.27","52.72","105.61","83.99"
"2022-04-29 15:00:00",60,"5.30","7.94","8.71","10.31","104.26","3.00","26.51","18.71","993.25","978.39","1.55","669663.82","49.32","107.62","85.65"
"2022-04-29 15:00:00",76,"2.28","3.40","3.42","3.68","28.34","2.45","27.82","16.05","992.50","558.49","0.63","707196.48","42.23","109.53","77.53"
"2022-04-29 16:00:00",58,"1.03","2.03","2.05","2.13","4.88","1.93","33.84","13.04","992.18","415.75","0.37","658727.90","53.27","110.58","84.17"
"2022-04-29 16:00:00",60,"3.32","5.23","5.79","6.86","122.28","3.00","26.35","19.82","992.50","1105.69","1.86","625615.25","52.42","109.13","88.10"
"2022-04-29 16:00:00",76,"2.56","3.65","3.66","3.83","12.51","2.05","28.63","15.82","991.74","530.56","0.62","589294.98","45.25","97.99","77.02"
"2022-04-29 17:00:00",58,"0.92","1.92","1.98","2.17","54.47","2.85","33.70","13.51","991.96","1291.81","3.16","581313.02","53.30","107.47","84.10"
"2022-04-29 17:00:00",60,"3.52","5.37","5.77","7.27","96.29","3.00","25.65","21.25","992.26","851.06","1.25","639174.59","53.92","109.85","91.63"
"2022-04-29 17:00:00",76,"2.72","3.83","3.85","3.91","75.90","3.00","28.68","16.99","991.52","1546.18","4.18","383686.90","45.47","109.88","76.61"
"2022-04-29 18:00:00",58,"1.05","2.13","2.13","2.49","10.82","2.10","33.77","13.77","992.07","446.96","0.42","474732.60","53.51","103.99","84.11"
"2022-04-29 18:00:00",60,"3.86","6.10","6.88","9.38","62.38","2.98","25.27","21.62","992.46","661.54","0.85","676768.18","52.58","108.58","89.83"
